"word","freq","occurrence","anger","anticipation","disgust","joy","sadness","surprise","trust","fear","highest_possibility"
"differ",5,0.02654867256637168,1.3051365438648474e-5,0,0,6.148356503667453e-5,0,0,0,0,"joy"
"disc",5,0.02654867256637168,0,1.4448441034321234e-5,0,4.631467564044107e-5,2.3488726671084674e-5,0,0,0,"joy"
"everi",5,0.02654867256637168,0,0,0,7.744557046155137e-5,0,0,0,0,"joy"
"fav",5,0.01327433628318584,0,0,0,1.5574678535710207e-5,0,0,0,0,"joy"
"flag",5,0.022123893805309734,0,1.2067853850289138e-5,0,3.902292465483857e-5,0,0,0,0,"joy"
"guy",5,0.02654867256637168,0,1.4514559222988445e-5,0,4.698358191703087e-5,0,1.82256755335094e-5,0,0,"joy"
"head",5,0.02654867256637168,0,0,0,7.856782943676124e-5,0,0,0,0,"joy"
"inform",5,0.02654867256637168,0,7.273922860361862e-5,0,0,0,0,0,0,"anticipation"
"mani",5,0.022123893805309734,1.0998329830722127e-5,1.2263829052904418e-5,0,2.6336058577364442e-5,0,0,0,0,"joy"
"meet",5,0.02654867256637168,0,2.9501631288097417e-5,0,4.751141993079637e-5,0,0,0,0,"joy"
"need",5,0.022123893805309734,1.1123298873588962e-5,2.469956118199182e-5,0,1.3242247709474348e-5,0,0,0,0,"anticipation"
"park",5,0.02654867256637168,1.3501368568035653e-5,4.466791503913009e-5,0,1.5908630310234376e-5,0,0,0,0,"anticipation"
"spirit",5,0.02654867256637168,0,0,1.8396682792660822e-5,3.18532076853649e-5,0,0,2.472981630992564e-5,0,"joy"
"two",5,0.02654867256637168,0,1.4994890537846428e-5,0,6.385069208632862e-5,0,0,0,0,"joy"
"unc",5,0.01327433628318584,0,0,0,1.6035303724726313e-5,0,0,0,0,"joy"
"watch",5,0.02654867256637168,1.3658345432343306e-5,1.5030419273361203e-5,1.8620996976399658e-5,3.21437355734875e-5,0,0,0,0,"joy"
"welcom",5,0.02654867256637168,0,4.519835031087518e-5,0,3.2217197363471215e-5,0,0,0,0,"anticipation"
"better",4,0.017699115044247787,9.212676978977211e-6,0,0,1.0763665233771968e-5,0,0,9.213005825830173e-6,0,"joy"
"come",4,0.017699115044247787,9.322340884683345e-6,1.011615596264075e-5,0,1.0776007332797921e-5,0,0,0,0,"joy"
"day",4,0.022123893805309734,0,1.2675515699667904e-5,0,4.0456416630623434e-5,0,0,0,0,"joy"
"dodgebal",4,0.022123893805309734,0,1.2705982124007918e-5,0,4.0596224891704565e-5,0,0,0,0,"joy"
"enjoy",4,0.022123893805309734,0,1.2736595356332735e-5,1.5709040699900882e-5,2.7158001859181147e-5,0,0,0,0,"joy"
"enough",4,0.022123893805309734,0,1.2767356460331933e-5,0,4.083139839897953e-5,0,0,0,0,"joy"
"ever",4,0.022123893805309734,0,1.2798266509995815e-5,0,4.09738149199099e-5,0,0,0,0,"joy"
"exercis",4,0.022123893805309734,0,3.848797976922116e-5,0,1.3705742795082167e-5,0,0,0,0,"anticipation"
"famili",4,0.022123893805309734,0,2.584683603128672e-5,0,2.744350415170107e-5,0,0,0,0,"joy"
"feel",4,0.022123893805309734,0,0,1.5905372298731046e-5,2.750776619892072e-5,0,1.5320110614713555e-5,0,0,"joy"
"first",4,0.022123893805309734,1.1793308772291903e-5,2.5973832288345407e-5,0,0,0,1.545447490734912e-5,0,0,"anticipation"
"fuck",4,0.017699115044247787,9.549691760083045e-6,0,0,2.2057863923226932e-5,0,0,0,0,"joy"
"handbal",4,0.022123893805309734,0,1.3051041335086693e-5,0,4.1455796363042786e-5,0,0,0,0,"joy"
"hard",4,0.022123893805309734,0,1.3083341988285584e-5,0,4.160260968416887e-5,0,0,0,0,"joy"
"high",4,0.022123893805309734,0,0,0,4.175046655561685e-5,0,1.559121690629037e-5,0,0,"joy"
"introduc",4,0.022123893805309734,0,5.246321168807429e-5,0,0,0,0,0,0,"anticipation"
"isn",4,0.022123893805309734,0,0,0,4.189937814336557e-5,0,1.5730400288341966e-5,0,0,"joy"
"let",4,0.022123893805309734,0,3.97418207037922e-5,0,1.4016451924421558e-5,0,0,0,0,"anticipation"
"littl",4,0.017699115044247787,0,0,0,2.2453113170622816e-5,1.6014944465675372e-5,0,0,0,"joy"
"man",4,0.017699115044247787,0,0,1.288533877811128e-5,1.125344299089904e-5,0,1.2697672819625354e-5,0,0,"disgust"
"mask",4,0.022123893805309734,0,1.3347619306080532e-5,0,4.225100453918252e-5,0,0,0,0,"joy"
"nation",4,0.022123893805309734,0,0,0,5.653801942463457e-5,0,0,0,0,"joy"
"next",4,0.017699115044247787,0,2.141025049586528e-5,0,1.1362288592724105e-5,0,0,0,0,"anticipation"
"nft",4,0.017699115044247787,0,1.0759597616096842e-5,0,2.2752085103738244e-5,0,0,0,0,"joy"
"obsess",4,0.022123893805309734,0,0,1.6313135998791064e-5,2.8509126516377345e-5,0,1.601635794650493e-5,0,0,"joy"
"pickup",4,0.022123893805309734,0,1.3483802766739718e-5,0,2.8578482272259098e-5,2.0484105754848837e-5,0,0,0,"joy"
"run",4,0.022123893805309734,0,1.3518283874639282e-5,0,4.297226444993228e-5,0,0,0,0,"joy"
"social",4,0.022123893805309734,0,5.4211767141284795e-5,0,0,0,0,0,0,"anticipation"
"softbal",4,0.022123893805309734,0,1.3693368941807155e-5,1.6524959576732824e-5,1.4376678517775607e-5,2.0971685681414615e-5,0,0,0,"sadness"
"someth",4,0.022123893805309734,0,1.372893160019543e-5,0,2.8788589119080443e-5,0,1.6163271016514123e-5,0,0,"joy"
"spring",4,0.017699115044247787,0,2.2023487129307e-5,1.339388517668768e-5,0,0,0,0,0,"anticipation"
"talk",4,0.022123893805309734,0,1.3836736776370163e-5,0,1.442965647241528e-5,0,3.262580838201686e-5,0,0,"surprise"
"thank",4,0.01327433628318584,0,0,0,1.733688319505751e-5,0,0,0,0,"joy"
"ultimatefrisbe",4,0.022123893805309734,0,5.5492195953034035e-5,0,0,0,0,0,0,"anticipation"
"way",4,0.022123893805309734,0,2.8040447913371865e-5,0,2.896605304290466e-5,0,0,0,0,"joy"
"will",4,0.022123893805309734,1.2084471353585747e-5,2.818997735060806e-5,0,1.4518826285861187e-5,0,0,0,0,"anticipation"
"world",4,0.022123893805309734,0,4.251166514675851e-5,0,1.4536792618091064e-5,0,0,0,0,"anticipation"
"advanc",3,0.017699115044247787,0,2.2856697836218796e-5,1.3572440263863828e-5,0,0,0,0,0,"anticipation"
"afternoon",3,0.017699115044247787,0,0,0,2.3287685551984354e-5,1.7186434321129193e-5,0,0,0,"joy"
"awesom",3,0.017699115044247787,0,0,0,3.501830280523466e-5,0,0,0,0,"joy"
"back",3,0.017699115044247787,0,2.2980902737939638e-5,0,0,0,1.3296511002730992e-5,0,0,"anticipation"
"ball",3,0.017699115044247787,0,0,1.3755820308064376e-5,2.343285059159041e-5,0,0,0,0,"joy"
"basebal",3,0.017699115044247787,0,1.155323244177196e-5,1.3944223558613432e-5,1.1745712305774707e-5,0,0,0,0,"disgust"
"chang",3,0.017699115044247787,0,1.1584880946477666e-5,0,1.176041078458665e-5,0,1.3423121532738961e-5,0,0,"surprise"
"combat",3,0.008849557522123894,0,0,0,5.8875730481814995e-6,0,0,0,0,"joy"
"communiti",3,0.017699115044247787,9.788408922199675e-6,0,0,2.35798369336194e-5,0,0,0,0,"joy"
"competit",3,0.017699115044247787,0,0,0,3.54587235208087e-5,0,0,0,0,"joy"
"countri",3,0.017699115044247787,0,1.161670331999129e-5,0,2.3728678720468276e-5,0,0,0,0,"joy"
"death",3,0.01327433628318584,0,0,0,1.784155717375441e-5,0,0,0,0,"joy"
"definit",3,0.017699115044247787,0,2.3297401998080126e-5,0,0,0,1.355216641944059e-5,0,0,"anticipation"
"dublin",3,0.017699115044247787,0,3.513968430384365e-5,0,0,0,0,0,0,"anticipation"
"elit",3,0.017699115044247787,0,0,1.4137859276587394e-5,2.3849112105790466e-5,0,0,0,0,"joy"
"etc",3,0.017699115044247787,0,1.1811370390582477e-5,0,1.195489415527137e-5,1.7615970014612586e-5,0,0,0,"sadness"
"even",3,0.017699115044247787,0,0,0,2.3940242337413226e-5,0,1.3683716552544973e-5,0,0,"joy"
"excit",3,0.017699115044247787,0,0,0,3.600207558204736e-5,0,0,0,0,"joy"
"fall",3,0.01327433628318584,7.4342248151121334e-6,0,0,0,0,1.0363384200892867e-5,0,0,"surprise"
"favorit",3,0.017699115044247787,0,0,1.433694851013838e-5,2.4093683608801664e-5,0,0,0,0,"joy"
"free",3,0.017699115044247787,1.003936723609949e-5,0,0,2.4155612265807107e-5,0,0,0,0,"joy"
"frog",3,0.01327433628318584,0,0,0,1.81633950713399e-5,0,0,0,0,"joy"
"girl",3,0.01327433628318584,0,0,0,1.821032232035114e-5,0,0,0,0,"joy"
"give",3,0.017699115044247787,0,0,0,3.651498536080067e-5,0,0,0,0,"joy"
"glad",3,0.017699115044247787,0,0,1.454172493626056e-5,2.4438277313670032e-5,0,0,0,0,"joy"
"goal",3,0.017699115044247787,1.016973447930253e-5,2.3688901957254162e-5,0,0,0,0,0,0,"anticipation"
"got",3,0.017699115044247787,0,1.1911171184840214e-5,0,2.4501992407027522e-5,0,0,0,0,"joy"
"gym",3,0.017699115044247787,1.030353204454699e-5,1.1944813959791913e-5,0,1.2283020300391541e-5,0,0,0,0,"joy"
"hit",3,0.017699115044247787,0,1.1978647318085259e-5,0,1.2299095213707832e-5,0,1.3954630628713053e-5,0,0,"surprise"
"hockey",3,0.017699115044247787,0,0,1.475243577573857e-5,2.463042451340991e-5,0,0,0,0,"joy"
"hot",3,0.017699115044247787,1.0440897128232893e-5,1.2012672883770456e-5,0,1.2347573396231374e-5,0,0,0,0,"joy"
"hour",3,0.01327433628318584,0,0,0,1.8545726740196362e-5,0,0,0,0,"joy"
"ice",3,0.017699115044247787,0,1.2046892299402604e-5,0,2.4792870707019095e-5,0,0,0,0,"joy"
"idea",3,0.017699115044247787,0,1.2081307226306024e-5,0,1.242922533218929e-5,1.8067526399312162e-5,0,0,0,"sadness"
"injuri",3,0.017699115044247787,1.058197434185944e-5,0,0,2.489137091409329e-5,0,0,0,0,"joy"
"interest",3,0.017699115044247787,0,2.4231838689686218e-5,0,0,0,1.4094150339251142e-5,0,0,"anticipation"
"kid",3,0.017699115044247787,0,0,0,3.743621052964818e-5,0,0,0,0,"joy"
"last",3,0.017699115044247787,0,1.2185741976326204e-5,0,1.2528644385654636e-5,0,1.4236488067129816e-5,0,0,"surprise"
"lego",3,0.017699115044247787,0,0,0,2.5090738124156e-5,0,1.4381730060375696e-5,0,0,"joy"
"level",3,0.017699115044247787,0,1.2220955946457308e-5,0,2.515790545819296e-5,0,0,0,0,"joy"
"lol",3,0.017699115044247787,0,1.2256374025593813e-5,0,1.2612716683027178e-5,0,1.4529966122880278e-5,0,0,"surprise"
"made",3,0.017699115044247787,0,2.4583995986973775e-5,1.4969342788809948e-5,0,0,0,0,0,"anticipation"
"mint",3,0.01327433628318584,0,0,0,1.8944500082580445e-5,0,0,0,0,"joy"
"miss",3,0.017699115044247787,0,0,0,2.5327407896049707e-5,1.854284139091249e-5,0,0,0,"joy"
"much",3,0.017699115044247787,1.0726916219843377e-5,0,0,1.2697925022717741e-5,1.9043840724831326e-5,0,0,0,"sadness"
"never",3,0.017699115044247787,0,0,0,3.814531502974354e-5,0,0,0,0,"joy"
"night",3,0.017699115044247787,0,0,0,2.553385007338671e-5,0,1.4681289799560972e-5,0,0,"joy"
"okay",3,0.017699115044247787,0,0,0,2.5603414030633273e-5,1.957266403319535e-5,0,0,0,"joy"
"olymp",3,0.017699115044247787,0,1.236387081990552e-5,0,2.567335805846703e-5,0,0,0,0,"joy"
"order",3,0.01327433628318584,0,9.300092506218037e-6,0,9.65388198009198e-6,0,0,0,0,"joy"
"packer",3,0.017699115044247787,0,1.2436589195061935e-5,0,0,0,2.9671597146427843e-5,0,0,"surprise"
"pay",3,0.017699115044247787,0,1.247327004072947e-5,0,1.2889496843874868e-5,0,1.5154782327721498e-5,0,0,"surprise"
"photo",3,0.017699115044247787,0,1.2510167900262712e-5,0,2.5814398967107056e-5,0,0,0,0,"joy"
"pleas",3,0.017699115044247787,0,2.509456941047421e-5,0,0,2.0131695390536015e-5,0,0,0,"anticipation"
"point",3,0.017699115044247787,0,1.2622182994517382e-5,0,0,2.07235992478903e-5,1.531947389171638e-5,0,0,"sadness"
"popular",3,0.017699115044247787,0,2.5319936913822095e-5,0,1.2942751042606145e-5,0,0,0,0,"anticipation"
"pretti",3,0.017699115044247787,0,0,0,3.888180109538227e-5,0,0,0,0,"joy"
"real",3,0.017699115044247787,0,1.2736222148535647e-5,0,1.3014444950512557e-5,0,1.5487784259844654e-5,0,0,"surprise"
"relat",3,0.01327433628318584,0,0,0,1.9548739054728227e-5,0,0,0,0,"joy"
"research",3,0.017699115044247787,1.0875883769650018e-5,1.2774694501137579e-5,0,1.3068738909928264e-5,0,0,0,0,"joy"
"resist",3,0.008849557522123894,0,0,0,0,0,7.829917015819139e-6,0,0,"surprise"
"rock",3,0.017699115044247787,0,2.5626799967235495e-5,0,1.3086937665023381e-5,0,0,0,0,"anticipation"
"said",3,0.017699115044247787,0,0,0,2.6210374350983028e-5,0,0,9.788780877287455e-6,0,"joy"
"say",3,0.017699115044247787,0,0,0,3.942551794373754e-5,0,0,0,0,"joy"
"show",3,0.017699115044247787,1.1029047068407935e-5,1.2891518867527214e-5,0,1.319720354352599e-5,0,0,0,0,"joy"
"sick",3,0.017699115044247787,1.1186585910655138e-5,0,1.5192723359972525e-5,1.3215762093315381e-5,0,0,0,0,"disgust"
"sidelin",3,0.017699115044247787,0,0,0,3.9703118736402454e-5,0,0,0,0,"joy"
"sinc",3,0.017699115044247787,0,0,1.542287168138953e-5,2.6581042402733816e-5,0,0,0,0,"joy"
"space",3,0.017699115044247787,0,2.5861873193028302e-5,0,1.3328218826512048e-5,0,0,0,0,"anticipation"
"super",3,0.017699115044247787,0,1.3010499654118958e-5,0,2.6694295894509208e-005,0,0,0,0,"joy"
"tenni",3,0.017699115044247787,0,0,1.5660100045508305e-5,2.6770335899187733e-5,0,0,0,0,"joy"
"tom",3,0.01327433628318584,0,9.787987103835438e-6,1.1928555194126378e-5,0,0,0,0,0,"disgust"
"tomorrow",3,0.017699115044247787,0,3.927314396450955e-5,0,0,0,0,0,0,"anticipation"
"tradit",3,0.017699115044247787,0,0,0,2.684681034581673e-5,2.1351362897858413e-5,0,0,0,"joy"
"tran",3,0.017699115044247787,0,0,0,4.038558445232064e-5,0,0,0,0,"joy"
"wasn",3,0.017699115044247787,0,0,0,1.3519960877989096e-5,2.201834689869343e-5,1.5835750618468603e-5,0,0,"sadness"
"women",3,0.017699115044247787,0,3.964127353978868e-5,0,0,0,0,0,0,"anticipation"
"yes",3,0.017699115044247787,0,0,0,4.061831683725177e-5,0,0,0,0,"joy"
"activ",2,0.01327433628318584,0,0,0,2.0397317027751884e-5,0,0,0,0,"joy"
"advic",2,0.01327433628318584,0,0,1.2117859657407907e-5,1.0228258033984846e-5,0,0,0,0,"disgust"
"age",2,0.01327433628318584,0,0,0,2.0486244634292153e-5,0,0,0,0,"joy"
"allow",2,0.01327433628318584,0,0,0,2.0545961741073147e-5,0,0,0,0,"joy"
"amaz",2,0.01327433628318584,0,0,0,2.060602801287657e-5,0,0,0,0,"joy"
"amount",2,0.01327433628318584,0,0,0,1.033322326050738e-5,0,1.2011747258708439e-5,0,0,"surprise"
"anyon",2,0.01327433628318584,0,2.000818487408008e-5,0,0,0,0,0,0,"anticipation"
"archeri",2,0.01327433628318584,0,1.006760084106023e-5,0,1.0348394416564133e-5,0,0,0,0,"joy"
"around",2,0.01327433628318584,8.511517884302434e-6,1.0099658378917627e-5,0,0,0,0,0,0,"anticipation"
"art",2,0.01327433628318584,0,1.0131920724924649e-5,0,0,1.7046258940409993e-5,0,0,0,"sadness"
"asam",2,0.01327433628318584,8.636672068295435e-6,0,0,1.0363610186232271e-5,0,0,0,0,"joy"
"attend",2,0.01327433628318584,0,0,0,1.0378870766592847e-5,0,1.214978333975655e-5,0,0,"surprise"
"banana",2,0.01327433628318584,0,1.0164389848071776e-5,0,0,0,1.2291028837353239e-5,0,0,"surprise"
"beat",2,0.01327433628318584,0,1.0197067742669939e-5,0,1.0394176355889431e-5,0,0,0,0,"joy"
"becom",2,0.01327433628318584,0,1.022995642875886e-5,0,0,0,1.2435596998675554e-5,0,0,"surprise"
"beginn",2,0.01327433628318584,0,2.0526115905046607e-5,0,0,0,0,0,0,"anticipation"
"best",2,0.008849557522123894,0,6.886605221478893e-6,0,0,0,0,0,0,"anticipation"
"bet",2,0.01327433628318584,0,1.0363660530592335e-5,0,0,1.7614246551828732e-5,0,0,0,"sadness"
"bit",2,0.01327433628318584,0,0,0,1.0409527153536697e-5,1.8221389603892134e-5,0,0,0,"sadness"
"boccia",2,0.01327433628318584,0,1.0397634405608547e-5,0,1.0424923360129085e-5,0,0,0,0,"joy"
"box",2,0.01327433628318584,0,1.0431831756554227e-5,0,1.0440365177449532e-5,0,0,0,0,"joy"
"brownle",2,0.01327433628318584,8.765561721361828e-6,0,0,0,0,1.2583606462336967e-5,0,0,"surprise"
"budget",2,0.01327433628318584,0,0,1.2313269443764488e-5,1.0455852808478289e-5,0,0,0,0,"disgust"
"build",2,0.01327433628318584,0,0,0,2.0942772914803652e-5,0,0,0,0,"joy"
"burn",2,0.008849557522123894,0,0,0,7.0017284213385894e-006,0,0,0,0,"joy"
"captur",2,0.01327433628318584,0,0,1.2515084750139164e-5,1.0518265626883741e-5,0,0,0,0,"disgust"
"ceannt",2,0.01327433628318584,0,2.0932509591386065e-5,0,0,0,0,0,0,"anticipation"
"channel",2,0.01327433628318584,0,2.1071573871573036e-5,0,0,0,0,0,0,"anticipation"
"check",2,0.01327433628318584,0,1.0606249117591562e-5,0,1.053398541385609e-5,0,0,0,0,"anticipation"
"christma",2,0.01327433628318584,0,0,0,2.109950451613264e-5,0,0,0,0,"joy"
"clanci",2,0.008849557522123894,0,0,8.482417188097739e-6,0,0,0,0,0,"disgust"
"class",2,0.01327433628318584,0,1.0641834824281607e-5,1.2939235379283704e-5,0,0,0,0,0,"disgust"
"classic",2,0.01327433628318584,0,1.0677660125349135e-5,0,1.0581427966182374e-5,0,0,0,0,"anticipation"
"clear",2,0.01327433628318584,8.898356615052396e-6,1.0713727448700053e-5,0,0,0,0,0,0,"anticipation"
"climat",2,0.008849557522123894,0,0,0,0,0,8.490121055395666e-6,0,0,"surprise"
"climb",2,0.01327433628318584,0,1.075003925515528e-5,0,1.0597337256889511e-5,0,0,0,0,"anticipation"
"color",2,0.01327433628318584,0,0,1.3162277198062457e-5,1.0613294458957254e-5,0,0,0,0,"disgust"
"colour",2,0.01327433628318584,0,0,0,2.1258599578282448e-5,0,0,0,0,"joy"
"compani",2,0.01327433628318584,0,0,0,2.1322911415392837e-5,0,0,0,0,"joy"
"compet",2,0.01327433628318584,0,0,0,2.1387613545428175e-5,0,0,0,0,"joy"
"condit",2,0.01327433628318584,0,0,0,2.1452709532078857e-5,0,0,0,0,"joy"
"cool",2,0.01327433628318584,0,0,0,2.151820298255343e-5,0,0,0,0,"joy"
"coupl",2,0.01327433628318584,0,1.078659803901044e-5,0,1.0792048774122474e-5,0,0,0,0,"joy"
"covid",2,0.01327433628318584,0,0,1.3393143263860477e-5,0,1.8871881508076165e-5,0,0,0,"sadness"
