"word","freq","occurrence","anger","anticipation","disgust","joy","sadness","surprise","trust","fear","highest_possibility"
"creativ",2,0.008849557522123894,0,0,0,7.205732134110645e-6,0,0,0,0,"joy"
"credit",2,0.01327433628318584,0,0,0,2.165039704466127e-5,0,0,0,0,"joy"
"cricket",2,0.01327433628318584,0,0,1.3632252633733118e-5,1.0858552487922623e-5,0,0,0,0,"disgust"
"crush",2,0.01327433628318584,0,0,0,2.175061333058529e-5,0,0,0,0,"joy"
"danger",2,0.01327433628318584,0,0,1.3880054834175016e-5,1.0908970604491373e-5,0,0,0,0,"disgust"
"develop",2,0.01327433628318584,0,1.0823406328606984e-5,0,1.0925880848381981e-5,0,0,0,0,"joy"
"didn’t",2,0.01327433628318584,0,0,0,2.1885687198573506e-5,0,0,0,0,"joy"
"die",2,0.01327433628318584,0,1.086046668691508e-5,0,1.097692760369181e-5,0,0,0,0,"joy"
"disk",2,0.008849557522123894,0,0,0,7.329366234239699e-6,0,0,0,0,"joy"
"doesn",2,0.01327433628318584,0,0,1.413703268165527e-5,1.101122465802108e-5,0,0,0,0,"disgust"
"dream",2,0.01327433628318584,0,0,0,2.2056907297802444e-5,0,0,0,0,"joy"
"eamonn",2,0.01327433628318584,0,2.1795563424256978e-5,0,0,0,0,0,0,"anticipation"
"echo",2,0.01327433628318584,0,1.0973186337246444e-5,0,1.1063073884469488e-5,0,0,0,0,"joy"
"either",2,0.01327433628318584,0,0,0,2.2160931277992904e-5,0,0,0,0,"joy"
"els",2,0.01327433628318584,0,1.1011281313768123e-5,0,1.1115413709552394e-5,0,0,0,0,"joy"
"entertain",2,0.01327433628318584,0,0,0,2.2265941090243414e-5,0,0,0,0,"joy"
"entir",2,0.01327433628318584,0,0,0,1.1168251129426916e-5,0,1.2890453447483418e-5,0,0,"surprise"
"everyth",2,0.01327433628318584,0,0,0,1.1185975407636496e-5,1.95705366403467e-5,0,0,0,"sadness"
"experi",2,0.01327433628318584,0,1.1049641714541038e-5,0,1.120375603265056e-5,0,0,0,0,"joy"
"explain",2,0.01327433628318584,0,0,0,2.2443186547183867e-5,0,0,0,0,"joy"
"fair",2,0.01327433628318584,9.035236966968752e-6,0,1.440370542237592e-5,0,0,0,0,0,"disgust"
"fam",2,0.01327433628318584,0,0,0,2.2514877377332457e-5,0,0,0,0,"joy"
"fan",2,0.01327433628318584,0,0,1.46806322342147e-5,1.1293513840105495e-5,0,0,0,0,"disgust"
"fantast",2,0.01327433628318584,0,1.1088270323241586e-5,0,1.1311638258090396e-5,0,0,0,0,"joy"
"far",2,0.01327433628318584,0,0,0,2.2659641886543884e-5,0,0,0,0,"joy"
"fine",2,0.008849557522123894,0,0,0,7.57757482873335e-6,0,0,0,0,"joy"
"fix",2,0.01327433628318584,0,0,0,1.138472149540882e-5,0,1.3049557595940774e-5,0,0,"surprise"
"food",2,0.01327433628318584,0,1.1127169962608229e-5,0,1.1403140082143872e-5,0,0,0,0,"joy"
"found",2,0.008849557522123894,0,0,0,7.614412241022714e-6,0,0,0,0,"joy"
"frisbee”",2,0.01327433628318584,0,0,0,2.288031338985971e-5,0,0,0,0,"joy"
"garden",2,0.01327433628318584,0,1.1166343495129095e-5,0,1.1477414343165366e-5,0,0,0,0,"joy"
"graphic",2,0.01327433628318584,0,0,0,2.29922686378967e-5,0,0,0,0,"joy"
"ground",2,0.01327433628318584,0,1.1205793823744144e-5,0,0,0,1.3212638379117106e-5,0,0,"surprise"
"group",2,0.01327433628318584,0,0,0,2.306751613221443e-5,0,0,0,0,"joy"
"grow",2,0.01327433628318584,0,1.1245523892562243e-5,0,0,2.032290970070127e-5,0,0,0,"sadness"
"haf",2,0.008849557522123894,0,0,0,7.714419256797286e-6,0,0,0,0,"joy"
"half",2,0.01327433628318584,9.176394256746204e-6,0,0,1.1590657781847351e-5,0,0,0,0,"joy"
"hate",2,0.01327433628318584,0,0,2.993683228110045e-5,0,0,0,0,0,"disgust"
"heart",2,0.01327433628318584,0,0,0,2.3219498582742098e-5,0,0,0,0,"joy"
"height",2,0.01327433628318584,0,0,0,2.3296243224723757e-5,0,0,0,0,"joy"
"highest",2,0.01327433628318584,0,0,0,2.3373496855883772e-5,0,0,0,0,"joy"
"hobbi",2,0.01327433628318584,0,0,0,1.17256322783301e-5,2.1135443704753057e-5,0,0,0,"sadness"
"hold",2,0.01327433628318584,0,1.1285536687593597e-5,0,1.1745171394464234e-5,0,0,0,0,"joy"
"honest",2,0.01327433628318584,0,0,0,2.3529551474562594e-5,0,0,0,0,"joy"
"improv",2,0.01327433628318584,0,0,0,2.3608362828372488e-5,0,0,0,0,"joy"
"instal",2,0.01327433628318584,0,0,0,2.3687703904713494e-5,0,0,0,0,"joy"
"intens",2,0.01327433628318584,0,1.1325835237497842e-5,0,1.1883790031143962e-5,0,0,0,0,"joy"
"kabaddi",2,0.01327433628318584,0,0,0,2.3807720490526325e-5,0,0,0,0,"joy"
"keep",2,0.01327433628318584,0,0,0,2.3888409476494815e-5,0,0,0,0,"joy"
"kinda",2,0.01327433628318584,0,1.136642261434821e-5,0,1.1984823630219994e-5,0,0,0,0,"joy"
"known",2,0.01327433628318584,0,0,0,2.4010473703863626e-5,0,0,0,0,"joy"
"late",2,0.01327433628318584,0,1.1407301934412235e-5,0,1.2046272621232316e-5,0,0,0,0,"joy"
"learn",2,0.01327433628318584,0,0,0,2.4133791770251e-5,0,0,0,0,"joy"
"less",2,0.01327433628318584,0,0,0,1.2108354982527444e-5,0,1.337984677053031e-5,0,0,"surprise"
"let’",2,0.01327433628318584,0,0,0,2.4258383094391595e-5,0,0,0,0,"joy"
"life",2,0.01327433628318584,0,0,0,2.4342161114509654e-5,0,0,0,0,"joy"
"line",2,0.008849557522123894,0,0,0,8.142173267652986e-6,0,0,0,0,"joy"
"lmao",2,0.01327433628318584,0,0,0,1.223445948004164e-5,2.201565495401665e-5,0,0,0,"sadness"
"logic",2,0.008849557522123894,0,0,0,8.170488463422264e-6,0,0,0,0,"joy"
"long",2,0.01327433628318584,0,0,0,1.2277080105505023e-5,2.297236623315385e-5,0,0,0,"sadness"
"luck",2,0.01327433628318584,0,2.2896952717898614e-5,0,0,0,0,0,0,"anticipation"
"martial",2,0.01327433628318584,0,1.1531723398085556e-5,0,0,2.4016003570372153e-5,0,0,0,"sadness"
"match",2,0.01327433628318584,0,1.1573802565860314e-5,0,1.2298501924658113e-5,0,0,0,0,"joy"
"mayb",2,0.01327433628318584,0,0,1.5579213489581964e-5,1.2319998630283765e-5,0,0,0,0,"disgust"
"men",2,0.01327433628318584,0,2.3232379899264343e-5,0,0,0,0,0,0,"anticipation"
"metavers",2,0.01327433628318584,0,1.1701903012387408e-5,0,1.2341570615750537e-5,0,0,0,0,"joy"
"might",2,0.01327433628318584,0,1.1745235638551293e-5,0,1.2363218277186888e-5,0,0,0,0,"joy"
"mind",2,0.01327433628318584,0,0,1.5903694326767915e-5,1.2384942013505433e-5,0,0,0,0,"disgust"
"mod",2,0.008849557522123894,0,7.859260253740673e-6,0,0,0,0,0,0,"anticipation"
"money",2,0.01327433628318584,0,2.3665742034259363e-5,0,0,0,0,0,0,"anticipation"
"month",2,0.01327433628318584,0,1.1921823802142723e-5,0,1.2406742226427449e-5,0,0,0,0,"joy"
"morn",2,0.01327433628318584,0,0,0,2.4857238641015246e-5,0,0,0,0,"joy"
"mountain",2,0.01327433628318584,0,1.1966803605106336e-5,0,1.2472605785163294e-5,0,0,0,0,"joy"
"move",2,0.01327433628318584,0,1.2012124099675107e-5,0,1.2494715978758988e-5,0,0,0,0,"joy"
"music",2,0.01327433628318584,0,2.41155783426226e-5,0,0,0,0,0,0,"anticipation"
"news",2,0.01327433628318584,9.322032119738006e-6,0,0,1.2516904700570315e-5,0,0,0,0,"joy"
"nftartist",2,0.01327433628318584,0,1.215016888745416e-5,0,1.2539172369699804e-5,0,0,0,0,"joy"
"nftcollect",2,0.008849557522123894,0,0,0,8.3743462721584e-6,0,0,0,0,"joy"
"nott",2,0.008849557522123894,0,0,0,8.389297556908011e-6,0,0,0,0,"joy"
"old",2,0.01327433628318584,0,0,0,2.5212906971974092e-5,0,0,0,0,"joy"
"older",2,0.01327433628318584,0,0,0,1.265170999520534e-5,0,1.355134148393432e-5,0,0,"surprise"
"open",2,0.01327433628318584,0,2.4393783203743425e-5,0,0,0,0,0,0,"anticipation"
"opensea",2,0.008849557522123894,0,8.194282264700857e-6,0,0,0,0,0,0,"anticipation"
"ossoff",2,0.01327433628318584,0,1.2339241124782969e-5,1.62419790058232e-5,0,0,0,0,0,"disgust"
"other",2,0.01327433628318584,0,1.2387432158798275e-5,0,1.2674460319273651e-5,0,0,0,0,"joy"
"outdoor",2,0.01327433628318584,0,0,0,2.5394585219097277e-5,0,0,0,0,"joy"
"parad",2,0.01327433628318584,0,2.4872002175019152e-5,0,0,0,0,0,0,"anticipation"
"part",2,0.01327433628318584,0,0,0,1.2743204867521969e-5,0,1.372728947579923e-5,0,0,"surprise"
"particip",2,0.01327433628318584,0,1.2534290551682503e-5,0,1.2766285731884023e-5,0,0,0,0,"joy"
"past",2,0.01327433628318584,0,0,0,1.278945035689069e-5,0,1.3907866487450214e-5,0,0,"surprise"
"pata",2,0.008849557522123894,0,8.389346815067318e-6,0,0,0,0,0,0,"anticipation"
"pick",2,0.01327433628318584,9.472367327172472e-6,0,0,0,0,1.4093257630565651e-5,0,0,"surprise"
"pleiad",2,0.01327433628318584,0,0,0,2.5625398398641875e-5,0,0,0,0,"joy"
"pop",2,0.01327433628318584,0,0,0,2.5718902761565318e-5,0,0,0,0,"joy"
"post",2,0.01327433628318584,9.627630862704552e-6,0,0,1.2906545997061455e-5,0,0,0,0,"joy"
"pro",2,0.01327433628318584,9.788069106606224e-6,1.2634146277874013e-5,0,0,0,0,0,0,"anticipation"
"product",2,0.008849557522123894,0,0,1.1063311677087888e-5,0,0,0,0,0,"disgust"
"profession",2,0.01327433628318584,0,0,0,2.5860445791650373e-5,0,0,0,0,"joy"
"program",2,0.01327433628318584,0,0,0,2.5955676523556717e-5,0,0,0,0,"joy"
"pronoun",2,0.01327433628318584,0,0,0,2.605161121490706e-5,0,0,0,0,"joy"
"qualifi",2,0.008849557522123894,0,0,0,8.716085900093564e-6,0,0,0,0,"joy"
"quest",2,0.01327433628318584,0,1.2684673050096048e-5,0,1.3098425278727675e-5,0,0,0,0,"joy"
"rais",2,0.01327433628318584,0,1.273560557814265e-5,0,1.3122812071358003e-5,0,0,0,0,"joy"
"realiz",2,0.01327433628318584,0,0,0,0,0,2.8567316040269912e-5,0,0,"surprise"
"registr",2,0.01327433628318584,0,2.5573897538674714e-5,0,0,0,0,0,0,"anticipation"
"regular",2,0.01327433628318584,0,2.5781774344124174e-5,0,0,0,0,0,0,"anticipation"
"remind",2,0.01327433628318584,9.953945140364302e-6,0,0,0,0,1.4680321221889694e-5,0,0,"surprise"
"requir",2,0.008849557522123894,0,0,0,0,0,9.92468713167683e-6,0,0,"surprise"
"ring",2,0.01327433628318584,0,1.29965291327034e-5,0,1.3147289839970373e-5,0,0,0,0,"joy"
"roommat",2,0.01327433628318584,0,0,1.6963641904690514e-5,1.3171859094598648e-5,0,0,0,0,"disgust"
"school",2,0.01327433628318584,0,1.3050002087779418e-5,0,1.3196520349096306e-5,0,0,0,0,"joy"
"season",2,0.01327433628318584,0,0,0,2.6442548242344557e-5,0,0,0,0,"joy"
"serious",2,0.01327433628318584,0,1.3103916876399338e-5,1.7349067123302253e-5,0,0,0,0,0,"disgust"
"shape",2,0.01327433628318584,0,2.631655799479122e-5,0,0,0,0,0,0,"anticipation"
"share",2,0.01327433628318584,0,1.3268367694942657e-5,0,1.327106130901079e-5,0,0,0,0,"joy"
"sign",2,0.01327433628318584,0,0,0,2.659219155835603e-5,0,0,0,0,"joy"
"simpli",2,0.01327433628318584,1.012554018621541e-5,1.3324105731992202e-5,0,0,0,0,0,0,"anticipation"
"sit",2,0.01327433628318584,0,1.33803140324291e-5,0,0,0,1.5099645572554392e-5,0,0,"surprise"
"snow",2,0.008849557522123894,0,0,0,8.897632760522144e-6,0,0,0,0,"joy"
"someon",2,0.008849557522123894,0,0,0,8.914512815734938e-6,0,0,0,0,"joy"
"sometim",2,0.01327433628318584,0,0,0,2.6794371120168408e-5,0,0,0,0,"joy"
"son",2,0.01327433628318584,0,0,0,2.689661793820205e-5,0,0,0,0,"joy"
"specialti",2,0.008849557522123894,0,0,0,8.999882694671753e-6,0,0,0,0,"joy"
"stadium",2,0.01327433628318584,0,1.3436998572877308e-5,0,1.3525729978105234e-5,0,0,0,0,"joy"
"stay",2,0.01327433628318584,0,1.3494165431668012e-5,0,1.355173541355665e-5,0,0,0,0,"joy"
"stop",2,0.01327433628318584,0,0,1.7752413603693695e-5,1.3577841040397838e-5,0,0,0,0,"disgust"
"straight",2,0.01327433628318584,0,0,0,2.7208094877512382e-5,0,0,0,0,"joy"
"success",2,0.01327433628318584,0,0,0,2.7313529787420925e-5,0,0,0,0,"joy"
"support",2,0.01327433628318584,0,0,1.817496102669705e-5,1.3709892509292375e-5,0,0,0,0,"disgust"
"sure",2,0.01327433628318584,0,1.3551820791012307e-5,1.8618113878582285e-5,0,0,0,0,0,"disgust"
"swag",2,0.008849557522123894,0,9.07331395948662e-6,0,0,0,0,0,0,"anticipation"
"sweet",2,0.008849557522123894,0,9.112415026844555e-6,0,0,0,0,0,0,"anticipation"
"tag",2,0.01327433628318584,0,0,0,2.747322325148674e-5,0,0,0,0,"joy"
"tape",2,0.01327433628318584,0,1.3727781840144996e-5,0,1.3790363516006667e-5,0,0,0,0,"joy"
"tchoukbal",2,0.01327433628318584,0,0,0,2.763479503768094e-5,0,0,0,0,"joy"
"test",2,0.01327433628318584,0,0,1.908341704636545e-5,1.3871784752030199e-5,0,0,0,0,"disgust"
"thought",2,0.01327433628318584,0,1.37874551853469e-5,0,0,0,1.5318420373593704e-5,0,0,"surprise"
"threat",2,0.008849557522123894,0,0,0,9.266092827088764e-6,0,0,0,0,"joy"
"three",2,0.01327433628318584,0,1.384764958047659e-5,0,1.3926601952590252e-5,0,0,0,0,"joy"
"total",2,0.01327433628318584,0,1.3908371879907434e-5,0,0,0,1.5543627868300114e-5,0,0,"surprise"
"tournament",2,0.01327433628318584,0,0,0,0,0,1.577555600174887e-5,7.830990118062413e-6,0,"surprise"
"track",2,0.01327433628318584,0,1.3969629058766926e-5,0,1.3954173275433627e-5,0,0,0,0,"anticipation"
"tune",2,0.01327433628318584,0,0,0,2.796370796649535e-5,0,0,0,0,"joy"
"turn",2,0.01327433628318584,0,1.4031428215607594e-5,0,1.4037546168731846e-5,0,0,0,0,"joy"
"twitter",2,0.01327433628318584,0,1.409377657514915e-5,0,0,0,1.6014510164873535e-5,0,0,"surprise"
"uniform",2,0.008849557522123894,0,9.437787660729368e-6,0,0,0,0,0,0,"anticipation"
"unit",2,0.008849557522123894,0,0,0,9.377039310502199e-6,0,0,0,0,"joy"
"vector",2,0.008849557522123894,0,0,0,9.395789280152956e-6,0,0,0,0,"joy"
"version",2,0.01327433628318584,0,1.4220150749869118e-5,0,1.4121921574696187e-5,0,0,0,0,"anticipation"
"via",2,0.01327433628318584,0,1.4284191372909562e-5,0,1.415027247418828e-5,0,0,0,0,"anticipation"
"wait",2,0.01327433628318584,0,1.4348811416700278e-5,0,1.4178737435307792e-5,0,0,0,0,"anticipation"
"wear",2,0.01327433628318584,1.030315519818656e-5,0,0,1.420731714777977e-5,0,0,0,0,"joy"
"welsh",2,0.01327433628318584,0,1.4414018780582124e-5,0,1.4236012306901445e-5,0,0,0,0,"anticipation"
"went",2,0.01327433628318584,0,1.4479821508141673e-5,0,1.4264823613598631e-5,0,0,0,0,"anticipation"
"whether",2,0.01327433628318584,1.0487112623576448e-5,1.4546227790518804e-5,0,0,0,0,0,0,"anticipation"
"whole",2,0.01327433628318584,0,0,0,1.429375177448278e-5,2.515897773602008e-5,0,0,0,"sadness"
"wish",2,0.01327433628318584,0,1.4613245969805708e-5,0,0,2.6416180119093224e-5,0,0,0,"sadness"
"without",2,0.01327433628318584,1.0677758356566318e-5,0,0,1.432279750190876e-5,0,0,0,0,"joy"
"word",2,0.01327433628318584,0,0,3.91451476230802e-5,0,0,0,0,0,"disgust"
"worth",2,0.01327433628318584,0,0,0,2.8703923028066644e-5,0,0,0,0,"joy"
"wrong",2,0.01327433628318584,0,0,2.063018189944285e-5,0,0,1.62608145360323e-5,0,0,"disgust"
"wtf",2,0.01327433628318584,1.0875463908861724e-5,0,0,0,0,1.6514813548305584e-5,0,0,"surprise"
"yard",2,0.01327433628318584,0,0,0,1.4410647295233252e-5,0,1.6776873496490467e-5,0,0,"surprise"
"yeah",2,0.01327433628318584,0,0,0,2.88803410586173e-5,0,0,0,0,"joy"
"young",2,0.01327433628318584,0,1.4680884542540315e-5,0,1.4499581396029884e-5,0,0,0,0,"anticipation"
"younger",2,0.01327433628318584,0,0,0,1.4529470530100606e-5,0,1.704738429955872e-5,0,0,"surprise"
"youtub",2,0.01327433628318584,0,1.4749152163297135e-5,0,1.4559483143484613e-5,0,0,0,0,"anticipation"
"zero",2,0.01327433628318584,0,0,0,2.9179240005893668e-5,0,0,0,0,"joy"
"’re",1,0.008849557522123894,0,9.878705098919228e-6,0,0,0,0,0,0,"anticipation"
"’ve",1,0.008849557522123894,0,0,1.4135357688866879e-5,0,0,0,0,0,"disgust"
"“’m",1,0.008849557522123894,0,0,0,9.766846373307554e-6,0,0,0,0,"joy"
"“cool",1,0.008849557522123894,0,0,0,9.787189314350507e-6,0,0,0,0,"joy"
"“give",1,0.008849557522123894,0,0,0,0,0,0,5.593536920825696e-6,0,"trust"
"“hi",1,0.008849557522123894,0,0,0,9.807617174713248e-6,0,0,0,0,"joy"
"“invas",1,0.008849557522123894,0,0,0,9.828130487235402e-6,0,0,0,0,"joy"
"“ultimate”",1,0.008849557522123894,0,0,0,0,0,0,6.023775920210868e-6,0,"trust"
"🏋️‍♀️program",1,0.008849557522123894,0,0,0,9.84872978922377e-6,0,0,0,0,"joy"
"💙💜🖤",1,0.008849557522123894,0,0,0,9.869415622499251e-6,0,0,0,0,"joy"
"😂🤣😂",1,0.008849557522123894,0,0,0,0,0,1.1551174290941761e-5,0,0,"surprise"
"😶‍🌫️",1,0.008849557522123894,0,0,0,9.89018853344435e-6,0,0,0,0,"joy"
"🥏men’",1,0.008849557522123894,0,0,0,9.911049073051253e-6,0,0,0,0,"joy"
"🥏mix",1,0.008849557522123894,0,0,0,9.93199779697059e-6,0,0,0,0,"joy"
"🥏women’",1,0.008849557522123894,0,0,0,9.95303526556074e-6,0,0,0,0,"joy"
" mind",1,0.008849557522123894,0,9.925073549848541e-6,0,0,0,0,0,0,"anticipation"
"❤️🏀🇺🇸🥏",1,0.008849557522123894,0,0,0,9.974162043937799e-6,0,0,0,0,"joy"
"��🤣🤣🤣🤣🤣",1,0.008849557522123894,0,0,0,9.99537870202619e-6,0,0,0,0,"joy"
"·ᴗ·",1,0.008849557522123894,0,0,0,1.0016685814609906e-5,0,0,0,0,"joy"
"…’s",1,0.008849557522123894,0,9.971879337821635e-6,0,0,0,0,0,0,"anticipation"
"aaron",1,0.008849557522123894,0,0,0,1.003808396138441e-5,0,0,0,0,"joy"
"abil",1,0.008849557522123894,0,0,0,1.0059573727009224e-5,0,0,0,0,"joy"
"abl",1,0.008849557522123894,0,0,0,1.0081155701161163e-5,0,0,0,0,"joy"
"absolut",1,0.008849557522123894,0,0,1.4539078440946444e-5,0,0,0,0,0,"disgust"
"accessori",1,0.008849557522123894,0,0,0,1.0102830478588274e-5,0,0,0,0,"joy"
"accord",1,0.008849557522123894,0,1.0019128679435024e-5,0,0,0,0,0,0,"anticipation"
"acnh",1,0.008849557522123894,0,0,0,1.0124598659164478e-5,0,0,0,0,"joy"
"add",1,0.008849557522123894,0,0,0,1.0146460847944898e-5,0,0,0,0,"joy"
"addit",1,0.008849557522123894,0,0,0,1.016841765522192e-5,0,0,0,0,"joy"
"admit",1,0.008849557522123894,0,0,0,0,0,1.1743633180195991e-5,0,0,"surprise"
"adult",1,0.008849557522123894,0,1.0066827909668252e-5,0,0,0,0,0,0,"anticipation"
"advocaci",1,0.008849557522123894,0,1.011498348471532e-5,0,0,0,0,0,0,"anticipation"
"agre",1,0.008849557522123894,0,0,1.496653842043078e-5,0,0,0,0,0,"disgust"
"aguywhocod",1,0.008849557522123894,0,0,0,1.0190469696582e-5,0,0,0,0,"joy"
"aim",1,0.008849557522123894,0,0,0,1.0212617592963171e-5,0,0,0,0,"joy"
"ain’t",1,0.008849557522123894,0,0,0,1.0234861970713338e-5,0,0,0,0,"joy"
"alert",1,0.008849557522123894,0,1.0163601984897781e-5,0,0,0,0,0,0,"anticipation"
"align",1,0.008849557522123894,7.387085884016456e-6,0,0,0,0,0,0,0,"anger"
"allergi",1,0.008849557522123894,0,0,1.541989488028864e-5,0,0,0,0,0,"disgust"
"almost",1,0.008849557522123894,0,0,0,1.0257203461649318e-5,0,0,0,0,"joy"
"alway",1,0.008849557522123894,0,0,0,1.0279642703116658e-5,0,0,0,0,"joy"
"ambit",1,0.008849557522123894,0,1.0212690117662279e-5,0,0,0,0,0,0,"anticipation"
"america",1,0.008849557522123894,7.529122789753258e-6,0,0,0,0,0,0,0,"anger"
"american",1,0.008849557522123894,7.676728851810239e-6,0,0,0,0,0,0,0,"anger"
"anoth",1,0.008849557522123894,0,0,0,1.0302180338050248e-5,0,0,0,0,"joy"
"antic",1,0.008849557522123894,0,0,0,1.0324817015035715e-5,0,0,0,0,"joy"
"antler",1,0.008849557522123894,0,1.0262254720665331e-5,0,0,0,0,0,0,"anticipation"
"anymor",1,0.008849557522123894,0,0,0,1.034755338837166e-5,0,0,0,0,"joy"
"anyth",1,0.008849557522123894,0,0,0,1.0370390118132674e-5,0,0,0,0,"joy"
"anyway",1,0.008849557522123894,0,0,0,1.0393327870233232e-5,0,0,0,0,"joy"
"appar",1,0.008849557522123894,0,0,0,1.0416367316492425e-5,0,0,0,0,"joy"
"appear",1,0.008849557522123894,0,1.0312302764948394e-5,0,0,0,0,0,0,"anticipation"
"area",1,0.008849557522123894,0,0,0,0,0,1.1942613969429364e-5,0,0,"surprise"
"aren’t",1,0.008849557522123894,0,0,1.5901574618403047e-5,0,0,0,0,0,"disgust"
"articl",1,0.008849557522123894,0,1.0362841358206295e-5,0,0,0,0,0,0,"anticipation"
"asap",1,0.008849557522123894,0,0,0,1.0439509134699523e-5,0,0,0,0,"joy"
"asian",1,0.008849557522123894,7.830238162497065e-6,0,0,0,0,0,0,0,"anger"
"ask",1,0.008849557522123894,0,0,0,1.0462754008680473e-5,0,0,0,0,"joy"
"ass",1,0.008849557522123894,0,0,0,1.0486102628365237e-5,0,0,0,0,"joy"
"asshol",1,0.008849557522123894,7.990012082157552e-6,0,0,0,0,0,0,0,"anger"
"assort",1,0.008849557522123894,0,1.0413877748152236e-5,0,0,0,0,0,0,"anticipation"
"atheism",1,0.008849557522123894,0,1.0465419325982719e-5,0,0,0,0,0,0,"anticipation"
"atheist",1,0.008849557522123894,0,1.0517473629945886e-5,0,0,0,0,0,0,"anticipation"
"athelet",1,0.008849557522123894,0,0,0,1.0509555689856052e-5,0,0,0,0,"joy"
"atm",1,0.008849557522123894,0,0,0,1.0533113895496618e-5,0,0,0,0,"joy"
"away",1,0.008849557522123894,0,0,0,1.0556777953942192e-5,0,0,0,0,"joy"
"axe",1,0.008849557522123894,0,0,0,1.0580548580230668e-5,0,0,0,0,"joy"
"baccarini",1,0.008849557522123894,0,0,0,0,0,0,6.525715214807255e-6,0,"trust"
"background",1,0.008849557522123894,0,0,0,1.0604426495854574e-5,0,0,0,0,"joy"
"bad",1,0.008849557522123894,0,0,0,1.0628412428834085e-5,0,0,0,0,"joy"
"badger",1,0.008849557522123894,0,0,0,1.0652507113791005e-5,0,0,0,0,"joy"
"badminton",1,0.008849557522123894,0,0,0,1.0676711292023769e-5,0,0,0,0,"joy"
"bae",1,0.008849557522123894,0,0,0,1.070102571158347e-5,0,0,0,0,"joy"
"balanc",1,0.008849557522123894,0,0,1.641431743382427e-5,0,0,0,0,0,"disgust"
"band",1,0.008849557522123894,0,0,0,1.0725451127350909e-5,0,0,0,0,"joy"
"base",1,0.008849557522123894,8.15644207907414e-6,0,0,0,0,0,0,0,"anger"
"bat",1,0.008849557522123894,0,0,0,1.0749988301114738e-5,0,0,0,0,"joy"
"battl",1,0.008849557522123894,0,0,0,1.0774638001650641e-5,0,0,0,0,"joy"
"bay",1,0.008849557522123894,0,0,0,1.079940100480163e-5,0,0,0,0,"joy"
"beach",1,0.008849557522123894,0,1.0570048349016875e-5,0,0,0,0,0,0,"anticipation"
"beachultim",1,0.008849557522123894,0,1.062315132668397e-5,0,0,0,0,0,0,"anticipation"
"beer",1,0.008849557522123894,0,0,0,1.082427809355945e-5,0,0,0,0,"joy"
"beginners🙌",1,0.008849557522123894,0,0,0,1.0849270058147086e-5,0,0,0,0,"joy"
"behavior",1,0.008849557522123894,8.329952931845625e-6,0,0,0,0,0,0,0,"anger"
"bejewel",1,0.008849557522123894,0,1.0676790564849432e-5,0,0,0,0,0,0,"anticipation"
"believ",1,0.008849557522123894,0,0,0,0,0,1.2148453884886943e-5,0,0,"surprise"
"benchmark",1,0.008849557522123894,8.511006349386552e-6,0,0,0,0,0,0,0,"anger"
"big",1,0.008849557522123894,0,0,0,0,0,1.2361513809644948e-5,0,0,"surprise"
"bike",1,0.008849557522123894,0,0,0,1.0874377696102463e-5,0,0,0,0,"joy"
"black",1,0.008849557522123894,0,0,0,1.0899601812363261e-5,0,0,0,0,"joy"
"blade",1,0.008849557522123894,0,1.0730974227849134e-5,0,0,0,0,0,0,"anticipation"
"blindness—",1,0.008849557522123894,0,1.0785710646595199e-5,0,0,0,0,0,0,"anticipation"
"blog",1,0.008849557522123894,0,0,0,1.092494321935294e-5,0,0,0,0,"joy"
"blood",1,0.008849557522123894,0,0,0,1.0950402737067969e-5,0,0,0,0,"joy"
"board",1,0.008849557522123894,0,0,0,1.0975981193166275e-5,0,0,0,0,"joy"
"boogi",1,0.008849557522123894,0,0,0,1.1001679423056915e-5,0,0,0,0,"joy"
"book",1,0.008849557522123894,0,0,0,0,0,1.2582180395080425e-5,0,0,"surprise"
"boot",1,0.008849557522123894,0,1.0841008322846073e-5,0,0,0,0,0,0,"anticipation"
"boracaydragon",1,0.008849557522123894,0,1.0896875933608617e-5,0,0,0,0,0,0,"anticipation"
"born",1,0.008849557522123894,0,0,0,1.1027498269991046e-5,0,0,0,0,"joy"
"borrow",1,0.008849557522123894,0,1.0953322335677045e-5,0,0,0,0,0,0,"anticipation"
"boss",1,0.008849557522123894,0,0,0,1.1053438585154142e-5,0,0,0,0,"joy"
"bounc",1,0.008849557522123894,0,0,0,1.1079501227759552e-5,0,0,0,0,"joy"
"bowl",1,0.008849557522123894,0,0,0,1.1105687065143343e-5,0,0,0,0,"joy"
"boxercis",1,0.008849557522123894,0,0,0,1.113199697286054e-5,0,0,0,0,"joy"
"break",1,0.008849557522123894,0,0,0,1.115843183478269e-5,0,0,0,0,"joy"
"breakdown",1,0.008849557522123894,0,1.1010356570313624e-5,0,0,0,0,0,0,"anticipation"
"breath",1,0.008849557522123894,0,0,0,1.1184992543196856e-5,0,0,0,0,"joy"
"bridget",1,0.008849557522123894,0,0,0,1.1211679998906e-5,0,0,0,0,"joy"
"brilliant",1,0.008849557522123894,0,0,0,1.1238495111330828e-5,0,0,0,0,"joy"
"bro",1,0.008849557522123894,0,0,0,1.1265438798613091e-5,0,0,0,0,"joy"
"brought",1,0.008849557522123894,0,0,0,1.1292511987720374e-5,0,0,0,0,"joy"
"buddi",1,0.008849557522123894,0,0,0,1.1319715614552395e-5,0,0,0,0,"joy"
